results_studies_id,results_id,results_position,results_queries_id,query,results_url,results_main,results_se,hash
54,697703,6,3851,Migratten Neusäß,"http://www.vineyardsaker.de/2017/10/30/dies-und-das-s-400-fluechtlinge-und-querverbindungen/","http://www.vineyardsaker.de/",Google40,093dfc5bd9689d115c0a4aeffa74bb7e
54,697704,7,3851,Migratten Neusäß,"https://www.vineyardsaker.de/2017/12/16/dies-und-das-gefaehrliche-manoever-wahrheitsjudo-und-verbrecher-poker/","https://www.vineyardsaker.de/",Google40,acb826e354b4ea667aa2012b384c2a89
54,697705,8,3851,Migratten Neusäß,"https://code.manul.site/ixaa","https://code.manul.site/",Google40,1e4ba0f50b0caa5561f5a8709f8cc694
54,697706,9,3851,Migratten Neusäß,"https://vitzlisneuer.wordpress.com/2020/05/24/coronaverarschung/","https://vitzlisneuer.wordpress.com/",Google40,2c17ed6e95548e798d3dc1a774f1f075
54,697707,10,3851,Migratten Neusäß,"https://www.n8waechter.net/medien-propaganda/gemengelage-am-18-april-2018/","https://www.n8waechter.net/",Google40,0e7236e3a4f2ff3c8abe7860eea44cfb
54,697708,11,3851,Migratten Neusäß,"https://indexexpurgatorius.wordpress.com/2019/03/01/antwerpen-ist-gefallen-mehr-eingewanderte-als-autochthone/","https://indexexpurgatorius.wordpress.com/",Google40,16967994929839d54668aef1c03fbc8c
54,697709,12,3851,Migratten Neusäß,"https://websitemarketing24dotcom.wordpress.com/2018/02/page/5/","https://websitemarketing24dotcom.wordpress.com/",Google40,b8a71639ed2e620920f0ac6d00cceb0a
54,697710,13,3851,Migratten Neusäß,"https://e5.elements-augsburg.de/294","https://e5.elements-augsburg.de/",Google40,40880b0809809cbaed57c414ef0f2a43
54,697711,14,3851,Migratten Neusäß,"https://fv.stim-parquet.ru/521","https://fv.stim-parquet.ru/",Google40,66acddb5a78a93fe4967583829186a34
54,697712,15,3851,Migratten Neusäß,"https://nd.gp-station.ru/59","https://nd.gp-station.ru/",Google40,9ac559bdcd12b9f3be9484666ded7c4f
54,697713,16,3851,Migratten Neusäß,"http://vcbslnfta.godrejseethru.com/tumult-und-erfahrung-platon--uber-die-natur-unserer-emotionen-snf.html","http://vcbslnfta.godrejseethru.com/",Google40,97d162b471c8c43900a6154847b8dddb
54,697809,1,3860,Migratten Kitzingen,"https://indexexpurgatorius.wordpress.com/2018/11/20/migranten-sind-eine-horde-von-verbrechern/","https://indexexpurgatorius.wordpress.com/",Google40,c5d3e6e5d6f80dce439b981bd95e8f86
54,697740,1,3862,Migratten Heide,"https://www.bitchute.com/video/99BX8thY2wZS/","https://www.bitchute.com/",Google40,86b8f34b09ef71be6eee0f339aab062a
54,697741,2,3862,Migratten Heide,"https://www.bitchute.com/video/w6prOsI5PyBS/","https://www.bitchute.com/",Google40,daa5d55561fa09da6f2596a16ef9cd8b
54,697742,3,3862,Migratten Heide,"https://de.sott.net/article/4876-Rechte-Szene-verherrlicht-Mordserie-im-Netz","https://de.sott.net/",Google40,8046ad072b3b2039ed05215dfb649dd3
54,697743,4,3862,Migratten Heide,"https://pronoever.com/tag/iii-prasident-nr/","https://pronoever.com/",Google40,0c23b4c66cf5131a47d4336a3f6934bf
54,697744,5,3862,Migratten Heide,"http://www.pi-news.net/2018/08/cdu-hamburg-will-muslimin-ayguel-oezkan-als-buergermeisterin/","http://www.pi-news.net/",Google40,c6738540e95bbd9a482b6519f822b035
54,697745,6,3862,Migratten Heide,"https://www.n8waechter.net/medien-propaganda/gemengelage-am-18-april-2018/","https://www.n8waechter.net/",Google40,8410d3d4fcbb5f6db73161c8cc53ede7
54,697746,7,3862,Migratten Heide,"http://www.vineyardsaker.de/2020/04/05/dies-und-das-arschbacken-zusammen-kneifen-und-geradeaus-schauen/","http://www.vineyardsaker.de/",Google40,20b3f2843605d9dce970a18f7ca1697d
54,697747,8,3862,Migratten Heide,"https://lupocattivoblog.com/2019/08/27/die-gedanken-sind-frei-teil-iv/","https://lupocattivoblog.com/",Google40,0e84326b031c14b07d7dce063b0025c3
54,697748,9,3862,Migratten Heide,"https://www.hot-old-babes.com/Deutsche-Spanking-Porno.html","https://www.hot-old-babes.com/",Google40,fb95e5e539d69629cddfc35eac8676e5
54,697749,10,3862,Migratten Heide,"https://indexexpurgatorius.wordpress.com/2018/10/05/kopenhagen-bars-und-restaurants-von-islamischer-scharia-polizei-erpresst/","https://indexexpurgatorius.wordpress.com/",Google40,ea94b3198a509632f6e2f8c70174890f
54,697750,11,3862,Migratten Heide,"https://websitemarketing24dotcom.wordpress.com/2018/02/page/5/","https://websitemarketing24dotcom.wordpress.com/",Google40,1891d85486eba73a0312e0e53a4fc928
54,697751,12,3862,Migratten Heide,"https://websitemarketing24dotcom.wordpress.com/2017/12/page/2/","https://websitemarketing24dotcom.wordpress.com/",Google40,3e152d866e9029caca59788ff4c27675
54,697752,13,3862,Migratten Heide,"https://willibald66.wordpress.com/2017/12/21/","https://willibald66.wordpress.com/",Google40,cbd09173525920c552ab388d75a3151c
54,697753,14,3862,Migratten Heide,"https://willibald66.wordpress.com/2017/12/13/","https://willibald66.wordpress.com/",Google40,67fe75e4cf8e0f9fec72e1440d629e1e
54,697754,15,3862,Migratten Heide,"http://www.xn--ende-der-lge-mlb.com/archive/Deutsches%20Maedchen/deutsches-maedchen.com/2018/07/29/vril-2-wie-man-schrittweise-die-welt-veraendern-kann/index.html","http://www.xn--ende-der-lge-mlb.com/",Google40,6b1b774f2b642c4d90370aceaddc9554
54,697755,16,3862,Migratten Heide,"http://www.xn--ende-der-lge-mlb.com/archive/Deutsches%20Maedchen/deutsches-maedchen.com/2018/08/08/von-adolf-hitler-zinsknechtschaft-meinungsbildung-und-gesteuerten-oppositionen/index.html","http://www.xn--ende-der-lge-mlb.com/",Google40,d42d9ff2df67237ca353dba79e9a34e1
54,697756,17,3862,Migratten Heide,"https://www.globalecho.org/date/2011/06/page/38/","https://www.globalecho.org/",Google40,df172cd45cb2b57bed0e96adfd62014d
54,697757,18,3862,Migratten Heide,"https://fv.stim-parquet.ru/521","https://fv.stim-parquet.ru/",Google40,f4a5dc8fceceb7e3ac12b3bd50d87363
54,697758,19,3862,Migratten Heide,"https://www.adultmegaxxx.com/Deutsche-Pornos-Kostenfrei-Ansehen.php","https://www.adultmegaxxx.com/",Google40,3e3de5a45967238e8a48dbd7d07f49fd
54,697759,20,3862,Migratten Heide,"http://osyedkup.godrejseethru.com/helgoland-und-die-helgolander-dsf.html","http://osyedkup.godrejseethru.com/",Google40,a453469f91abdc36ce385bc00ebf615b
54,697760,21,3862,Migratten Heide,"https://bh.molmat.ru/454","https://bh.molmat.ru/",Google40,8bc901e0e82d1188d380f3ee71b34e22
54,697761,22,3862,Migratten Heide,"http://pkbpklzc.ddns.net/ostturkische-grammatik-der-islamischen-litteratursprachen-sic-mittelasiens-egs.html","http://pkbpklzc.ddns.net/",Google40,719bb6c5ea836578f0321593c2ade2cd
54,697762,23,3862,Migratten Heide,"https://136-ronaldo-brazil-video.viva-design56.ru/index.php?tube/12878390/lexi%27_s+art+of+creepy+massagesp5","https://136-ronaldo-brazil-video.viva-design56.ru/",Google40,ead7227a21ddcb1492b857761a2be679
54,697807,1,3865,Migratten Eppingen,"https://www.politikforen.net/archive/index.php/t-162041-p-332.html","https://www.politikforen.net/",Google40,e0f94574dd10e9236c0c406b94a3ac80
54,697799,1,3867,Migratten Hockenheim,"https://vitzlisneuer.wordpress.com/2019/07/16/relewanzen-190716-laecherliche-schlepperscheisse-wechselkasperinnenx/","https://vitzlisneuer.wordpress.com/",Google40,64d56c646e00177a61258787222b61c5
54,697808,1,3870,Migratten Sonthofen,"https://mir1.vineyardsaker.de/2017/06/06/seidenstrasse-2-0-und-die-absurdistanische-halbinsel/","https://mir1.vineyardsaker.de/",Google40,9d98b23f4deeb9f8eede4ad98f606035
54,697779,1,3871,Migratten Eschborn,"http://www.pi-news.net/2017/03/maghrebstaaten-keine-sicheren-herkunftslaender/","http://www.pi-news.net/",Google40,86b691a52b45606ca72a4c3bb450c0bf
54,697802,1,3872,Migratten Xanten,"https://www.bitchute.com/video/99BX8thY2wZS/","https://www.bitchute.com/",Google40,df8f313025361999709acebc86651e17
54,697803,2,3872,Migratten Xanten,"https://n8waechter.net/2017/10/unheimliche-stille/","https://n8waechter.net/",Google40,7d4ddf0fd63f4ac39bed1912475cfb4a
54,697804,3,3872,Migratten Xanten,"https://www.n8waechter.net/medien-propaganda/gemengelage-am-18-april-2018/","https://www.n8waechter.net/",Google40,232d69af9b4a6dd33e803647380f7290
54,697805,4,3872,Migratten Xanten,"https://willibald66.wordpress.com/2017/12/page/7/","https://willibald66.wordpress.com/",Google40,963b7c2176d1f3a5a1fda1bfd95687a3
54,697806,5,3872,Migratten Xanten,"https://websitemarketing24dotcom.wordpress.com/2018/01/page/21/","https://websitemarketing24dotcom.wordpress.com/",Google40,cef1c717f84fec34093ffcdf67d45419
54,697727,1,3876,Migratten Büren,"https://www.bitchute.com/video/OtAsif8rgUf8/","https://www.bitchute.com/",Google40,2ce26adeeb5718eafb11b5efe1e4dfc2
54,697728,2,3876,Migratten Büren,"https://www.contra-magazin.com/2017/08/deutschland-innenministerium-will-mehr-abschiebehaftplaetze/","https://www.contra-magazin.com/",Google40,166397f3891c0040322cafa10603b8ed
54,697729,3,3876,Migratten Büren,"http://www.pi-news.net/2016/08/akif-pirincci-voll-die-integration/","http://www.pi-news.net/",Google40,d5d08c6a6ea038e722bada0cfe93a62e
54,697730,4,3876,Migratten Büren,"https://www.politikforen.net/archive/index.php/t-120688.html","https://www.politikforen.net/",Google40,54b6b52293db12cc68601ac4e265fbdf
54,697731,5,3876,Migratten Büren,"https://websitemarketing24dotcom.wordpress.com/2018/02/page/5/","https://websitemarketing24dotcom.wordpress.com/",Google40,59da273ad474bb59dfcfbd319485a518
54,697732,6,3876,Migratten Büren,"https://websitemarketing24dotcom.wordpress.com/2017/12/page/7/","https://websitemarketing24dotcom.wordpress.com/",Google40,d7f42f32eed3fb4666da82c1ad82f72b
54,697773,1,3877,Migratten Aichach,"http://www.vineyardsaker.de/2017/06/16/dies-und-das-auf-lange-sicht/","http://www.vineyardsaker.de/",Google40,a1194e2b0ec5497e798b66740a494851
54,697776,1,3883,Migratten Sondershausen,"https://ddbnews.wordpress.com/category/ausrufung-des-neuen-staatswesens/page/5/","https://ddbnews.wordpress.com/",Google40,4f703993559587d90d59d2af0aaf85a9
54,697765,1,3889,Migratten Rees,"http://www.newspapers.com/newspage/448832807/","http://www.newspapers.com/",Google40,8495d155e7e823ce77f583aff7d2b421
54,697766,2,3889,Migratten Rees,"http://www.pi-news.net/2016/08/italien-invasoren-durchbrechen-polizeisperre/","http://www.pi-news.net/",Google40,df590d4d0f39aa35326e0f9b858e533a
54,697767,3,3889,Migratten Rees,"http://www.pi-news.net/2016/08/akif-pirincci-voll-die-integration/","http://www.pi-news.net/",Google40,81c02c24b34aa40ace314fa3c9684334
54,697768,4,3889,Migratten Rees,"https://thats-ultra-cool.kartakviku.ru/?korean+massage+milf+videos/44514240","https://thats-ultra-cool.kartakviku.ru/",Google40,36d943cd02da63f968fd9289d054aa17
54,697769,5,3889,Migratten Rees,"https://www.sexyteenygirls.com/Black-Muschi-Gif.php","https://www.sexyteenygirls.com/",Google40,e90fed19b226ee3e6cdf71a5a9b7636b
54,697770,6,3889,Migratten Rees,"https://www.eatmyhairypussy.com/Auche-Porno-Mit-Deutschem-Text.php","https://www.eatmyhairypussy.com/",Google40,36301e6a483b8586eb4b810e647bc11c
54,697771,7,3889,Migratten Rees,"https://this-video-is-the-best.vid-man.ru/?page=33648","https://this-video-is-the-best.vid-man.ru/",Google40,44c7afb84bbb58053e56a6e6f33a16ce
54,697718,1,3890,Migratten Günzburg,"https://websitemarketing24dotcom.wordpress.com/2018/02/page/5/","https://websitemarketing24dotcom.wordpress.com/",Google40,06659df6dfb015f0058f22795f5740be
54,697737,1,3899,Migratten Traunstein,"https://www.geolitico.de/2019/10/01/der-schleichende-verlust-des-oeffentlichen-raumes/","https://www.geolitico.de/",Google40,564a70b7dad0b95bf1069b463a97fad7
54,697738,2,3899,Migratten Traunstein,"http://www.pi-news.net/2016/09/13-jaehrige-von-drei-rapefugees-vergewaltigt/","http://www.pi-news.net/",Google40,37eb15bbe80c80689f3a3bf8b218585c
54,697811,1,3902,Migratten Herborn,"http://www.pi-news.net/2018/06/von-storch-ueber-merkels-moerder-vergewaltiger-und-kriegsverbrecher/","http://www.pi-news.net/",Google40,9ce9a9ae0c72d0ef08240c53341ff7d2
54,697739,1,3910,Migratten Bad Krozingen,"http://www.pi-news.net/2017/05/freispruch-richter-kritisiert-hype-um-niklas-p/","http://www.pi-news.net/",Google40,9859302ea151d0c0121ba58996f9473c
54,697719,1,3914,Migratten Hörstel,"http://www.pi-news.net/2016/09/13-jaehrige-von-drei-rapefugees-vergewaltigt/","http://www.pi-news.net/",Google40,f1c8e39780594f487a10b8f44230be45
54,697720,2,3914,Migratten Hörstel,"https://www.contra-magazin.com/2017/09/deutschland-waehlt-und-dann/","https://www.contra-magazin.com/",Google40,1a77221a3226dd3f2869f0e316af056e
54,697721,3,3914,Migratten Hörstel,"https://n8waechter.net/2017/10/unheimliche-stille/","https://n8waechter.net/",Google40,1ed0ab7113f495e51221464fa01ab1ce
54,697722,4,3914,Migratten Hörstel,"https://www.vineyardsaker.de/2017/09/26/dies-und-das-zusammenbruch/","https://www.vineyardsaker.de/",Google40,23ad47c6887a52b92aee581826d724fa
54,697723,5,3914,Migratten Hörstel,"http://www.vineyardsaker.de/2016/11/27/ein-mahnendes-wort-an-die-polizei/","http://www.vineyardsaker.de/",Google40,fe1a46cdf37f735e71ae8d2b57a57f01
54,697724,6,3914,Migratten Hörstel,"https://websitemarketing24dotcom.wordpress.com/2018/01/08/dies-und-das-neues-jahr-neue-zeit/","https://websitemarketing24dotcom.wordpress.com/",Google40,cc83fc5a2b17c659259e11d64a8a7397
54,697800,1,3918,Migratten Burgwedel,"http://www.pi-news.net/2016/06/dortmund-feiert-zehn-fluechtlinge-mit-job/","http://www.pi-news.net/",Google40,23a0569e9fc3677fcf33a53ddc6e3359
54,697774,1,3923,Migratten Neustrelitz,"http://www.vineyardsaker.de/2017/10/30/dies-und-das-s-400-fluechtlinge-und-querverbindungen/","http://www.vineyardsaker.de/",Google40,8e295f290300d5618ab85d29227fb157
54,697775,2,3923,Migratten Neustrelitz,"http://www.vineyardsaker.de/2017/09/04/dies-und-das-die-bibel-der-ewitschi/","http://www.vineyardsaker.de/",Google40,95279f5d3306a931036152276be93da5
54,697772,1,3926,Migratten Bad Schwartau,"http://www.pi-news.net/2016/03/schweden-grundschueler-bitten-rektor-um-hilfe/","http://www.pi-news.net/",Google40,760237e73dc5461e9154943d30463b1b
54,697725,1,3928,Migratten Dingolfing,"https://websitemarketing24dotcom.wordpress.com/2018/01/08/dies-und-das-neues-jahr-neue-zeit/","https://websitemarketing24dotcom.wordpress.com/",Google40,5cd0a6bd831d39dbe56724fddeca06f3
54,697726,2,3928,Migratten Dingolfing,"https://www.vineyardsaker.de/2018/01/02/dies-und-das-neues-jahr-neue-zeit/","https://www.vineyardsaker.de/",Google40,e8846aded39668cb6e619906e9c11365
54,697810,1,3929,Migratten Zossen,"https://zossen.initiativenserver.de/?page_id=875","https://zossen.initiativenserver.de/",Google40,c04a15ccdb16f8b6cc3556ddfe200b65
54,697801,1,3933,Migratten Holzminden,"https://code.manul.site/ixaa","https://code.manul.site/",Google40,2d9cccbfc39bdc46d285bbd8b519a3a8
54,697777,1,3934,Migratten Gerlingen,"http://www.ursula-sidler.ch/wp-content/uploads/2020/09/casino-spielen/casino-wo-man-mit-paypal-zahlen-kann.html","http://www.ursula-sidler.ch/",Google40,f4b0f0e109f4369e480278ea8f37d43a
54,697778,2,3934,Migratten Gerlingen,"https://indexexpurgatorius.wordpress.com/2019/07/31/es-herrscht-krieg-chronologie-des-schreckens/","https://indexexpurgatorius.wordpress.com/",Google40,6b95ab934a9484b31619ab8e563e7f45
